"id","title","year","description","director","type_id","rating","imagepath","imagename"
"116","Planet 51","2009-11-19 00:00:00","When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e34417a6a62324479636c4879537648574d5541734757325a62312e6a7067.jpg"
"117","Conan the Barbarian","2011-08-19 00:00:00","A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan (Jason Momoa) realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",,"0","5.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7443663547743531784f4e70706676636d775730466d697a5063362e6a7067.jpg"
"118","Prince of Persia: The Sands of Time","2010-05-27 00:00:00","A rogue prince (Jake Gyllenhaal) reluctantly joins forces with a mysterious princess (Gemma Arterton) and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time—a gift from the gods that can reverse time and allow its possessor to rule the world. Based on the action-adventure video game of the same name.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f364a653339744a4b50725a377a4e616342586e6b3137425454597a2e6a7067.jpg"
"119","Universal Soldier: Day of Reckoning","2012-11-30 00:00:00","In a world without government, the surviving Unisols maintain order and choose the strongest of their ranks to rule, testing them in life-or-death combat.",,"0","5.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3276466c774e6856394867626a66595a6145685250664e775375572e6a7067.jpg"
"120","Titanic - One voyage","2012-01-01 00:00:00","The world's largest ship, the Titanic, meets with disaster when it strikes an iceberg on its maiden voyage.",,"0","0","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530306e756c6c.jpg"
"121","Intouchables","2011-11-02 00:00:00","A true story of two men who should never have met - a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.",,"0","7.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f634c5741354559774b41306f4353564e6b554b444564624c5958732e6a7067.jpg"
"122","Brüno","2009-07-10 00:00:00","Flamboyantly gay Austrian television reporter Bruno (Sacha Baron Cohen) stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.",,"0","5.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f74717641704c46497a594272384d4971693232565349696c484e372e6a7067.jpg"
"123","Hotel Transylvania","2012-09-28 00:00:00","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7a4f303132706145765746347676684c4c54695937633031684d6a2e6a7067.jpg"
"124","Brave","2012-06-22 00:00:00","Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f79637447774b32554e75497478434241553738553130356d6d6a632e6a7067.jpg"
"125","The Pink Panther","0000-00-00 00:00:00","The Pink Panther is the first film from The Pink Panther series that was put together using both animated as well as filmed sequences. Starring Peter Sellers this film from director Blake Edwards is now a cult classic.",,"0","7.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f6334637252705351617444364b33344d387064773833497164452e6a7067.jpg"
"126","Ted","2012-06-28 00:00:00","Family Guy creator Seth MacFarlane brings his boundary-pushing brand of humor to the big screen for the first time as writer, director and voice star of Ted. In the live action/CG-animated comedy, he tells the story of John Bennett, a grown man who must deal with the cherished teddy bear who came to life as the result of a childhood wish, and has refused to leave his side ever since.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3545786759545261666d346b4652774870326a4836433233596c342e6a7067.jpg"
"127","Frankenweenie","2012-10-04 00:00:00","Young Victor conducts a science experiment to bring his beloved dog Sparky back to life, only to face unintended, sometimes monstrous, consequences.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7a4d464a3055793979304f79334b506267745269633649597a526b2e6a7067.jpg"
"128","101 Dalmatians","1996-11-17 00:00:00","The Live action adaptation of a Disney Classic. When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f6c396f384b676f484a45437875557a32487176344652463168692e6a7067.jpg"
"129","Lady and the Tramp II: Scamp's Adventure","2001-03-24 00:00:00","Lady and Tramp's mischievous pup, Scamp, gets fed up with rules and restrictions imposed on him by life in a family, and longs for a wild and free lifestyle. He runs away from home and into the streets where he joins a pack of stray dogs known as the ""Junkyard Dogs."" Buster, the pack's leader, takes an instant disliking to the ""house-dog"" and considers him a rival. Angel, a junkyard pup Scamp's age, longs for the safety and comfort of life in a family and the two become instant companions. Will Scamp choose the wild and free life of a stray or the unconditional love of his family?",,"0","5.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f626332797845786b573574694a663841536b6773455948696c75792e6a7067.jpg"
"130","Arthur Christmas","2011-11-23 00:00:00","This Christmas movie highlights the technological advances of operations at the North Pole, revealing how Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, every operation has a margin of error… When one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ""acceptable"" to all but one, Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on Christmas morning.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f384950385651424a52644e395337344952465158674b4754574a742e6a7067.jpg"
"131","How I Spent My Summer Vacation","1997-01-01 00:00:00","Two black college students, Perry and Stephanie, tell the story of their two-year romantic relationship.",,"0","0","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530306e756c6c.jpg"
"132","The Twilight Saga: New Moon","2009-11-20 00:00:00","Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",,"0","5.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f365135456f623567695474777a4b666b59447a4a58573363464b662e6a7067.jpg"
"133","The Twilight Saga: Eclipse","2010-06-23 00:00:00","Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f37556f4f486a6d526f4f4247736d366b373234494d71387361416f2e6a7067.jpg"
"134","Mr. Bean's Holiday","2007-03-22 00:00:00","Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two come back together. On the way he discovers France, bicycling, and true love, among other things",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f354733674f5a656d63775866326e625546423456436335676c32412e6a7067.jpg"
"135","Scott Pilgrim vs. the World","2010-08-13 00:00:00","Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",,"0","6.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3242357a6a733545337865727141796f7770773351634f43794c712e6a7067.jpg"
"136","Smokey and the Bandit","1977-05-19 00:00:00","A race-car driver named Bandit makes a bet that he can transport an illegal shipment of beer from Texas to Atlanta in under 28 hours. Along the way, he picks up an unwilling bride-to-be, furthering his chances of being arrested. It turns out her future father-in-law is Sheriff ""Smokey"" Justice, and his boy is waiting for her at the altar. A car chase ensues as Smokey scours the South in pursuit of Bandit.",,"0","7.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f31396c716379684e314d3643594b4c416a4f5a6d685778354b59322e6a7067.jpg"
"137","American Pie 2","2001-08-06 00:00:00","The whole gang are back and as close as ever. They decide to get even closer by spending the summer together at a beach house. They decide to hold the biggest party ever to be seen, even if the preparation doesn't always go to plan. Especially when Stifler, Finch and Jim become more close to each other than they ever want to be and when Jim mistakes super glue for lubricant...",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f39765a79486b56636469415638793779757a66346a5973736f47422e6a7067.jpg"
"138","Mad Max 2","1981-12-24 00:00:00","Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f754e5562424a434f63386d447a4238424b476448793165614562442e6a7067.jpg"
"139","The Magnificent Seven","0000-00-00 00:00:00","The Magnificent Seven is a western film from John Sturges and a remake of the Akira Kurosawa's film The Seven Samurai from 1954.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3773303770354f56687433534c537861374d414574334e7a6235482e6a7067.jpg"
"140","Hitch","2005-02-10 00:00:00","Alex Hitchens, better known as Hitch, is the date doctor. His latest project, Albert Brenneman, is a nerdy financial consultant who fell in love with the famous Allegra Cole. While Hitch helps Albert with his love life, he struggles with is own. He starts falling for work-a-holic, Sarah Melas. After boyfriend problems with her best friend, Sarah labels Hitch with a reputation that he didn't deserve. Hitch proves his love &amp; goes to great lengths to win a love of his own.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7759314173726868796d6778567275686b507466426f4c6e5541332e6a7067.jpg"
"141","The Last Stand","2013-01-18 00:00:00","Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f654f667075614e6343636974486933484f696b37584661765250342e6a7067.jpg"
"142","Pete's Dragon","1977-11-03 00:00:00","Pete, a young orphan, runs away to a Maine fishing town with his best friend--a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora (Helen Reddy), and her father (Mickey Rooney), Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",,"0","7.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f65306a5a786e6a6d5236533445684d6c337265484f4a595272716f2e6a7067.jpg"
"143","Fast & Furious","2009-03-11 00:00:00","When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6674384971414746733356376938377a307430455652556a4b31702e6a7067.jpg"
"144","Godzilla","1998-05-19 00:00:00","When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.",,"0","5.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f774d50317335705753486664656f637578346142395764646361472e6a7067.jpg"
"145","Gulliver's Travels","2010-12-25 00:00:00","Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",,"0","5.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f374c697071523052536650597a5a4a663254616a6549353539384d2e6a7067.jpg"
"146","Annie","1982-05-20 00:00:00","Broadway musical based on the Little Orphan Annie comic strip. A young orphan girls adventures in finding a family that will take her.",,"0","6.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7568384e594e4a45396e39514d637364304c3748766e4a32556e682e6a7067.jpg"
"147","A Single Man","2009-10-19 00:00:00","Adapted from a 1964 novel of the same name, the film follows a day in the life of George Falconer (Colin Firth), a British college professor reeling with the recent and sudden loss of his longtime parter. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley (Juliane Moore) who is struggling with her own questions about life.",,"0","7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6b336e4d4d4a7a735435786f75675541794a3947306f49564f6a662e6a7067.jpg"
"148","King Kong","2005-12-14 00:00:00","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with leading lady Ann Darrow.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6d636639594f73633075794946783971765a556e387436436170382e6a7067.jpg"
"149","Oz: The Great and Powerful","2013-03-08 00:00:00","Oscar Diggs, a small-time circus magician with dubious ethics, is hurled away from dusty Kansas to the vibrant Land of Oz. At first he thinks he's hit the jackpot-fame and fortune are his for the taking. That all changes, however, when he meets three witches, Theodora, Evanora, and Glinda, who are not convinced he is the great wizard everyone's been expecting. Reluctantly drawn into the epic problems facing the Land of Oz and its inhabitants, Oscar must find out who is good and who is evil before it is too late. Putting his magical arts to use through illusion, ingenuity-and even a bit of wizardry-Oscar transforms himself not only into the great and powerful Wizard of Oz but into a better man as well.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6c7150347763644c6964316d4332616a6f39724952386a777954652e6a7067.jpg"
"150","Legendary Amazons","2011-11-18 00:00:00","The film is set in early 11th century China during the reign of Emperor Renzong of the Song Dynasty. The emperor neglects state affairs and indulges in personal pleasures, while the government sinks into corruption and war continues to rage on at the borders of the Song Dynasty. The Song Dynasty is being invaded by the armies of the rival state of Western Xia.  Yang Zongbao is the last man standing in the Yang clan, a family of generals who have dedicated their lives to defending the Song Dynasty from foreign invaders. He apparently dies in battle tragically when the treacherous Imperial Tutor Pang refuses to send reinforcements to aid him. Yang Zongbao's widowed wife Mu Guiying leads the other widows of the Yang clan into battle to continue the legacy of their husbands.",,"0","8.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f665334556f5255376f7539753366693441353459647a395437667a2e6a7067.jpg"
"151","It's Complicated","2009-12-25 00:00:00","Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect, Adam. Now, she has to sort out her life -- just when she thought she had it all figured out.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3149717054714e5a707877643244656e74324a46514c48344966362e6a7067.jpg"
"152","G.I. Joe: Retaliation","2013-03-29 00:00:00","Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",,"0","5.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f73776b314148775076494a76384e55464d317170467561543634322e6a7067.jpg"
"153","The Lorax","2012-03-01 00:00:00","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7337677a30636b6c337a3652547577455275575a54577a326b454c2e6a7067.jpg"
"154","Alien Tornado","2012-04-21 00:00:00","Aliens attack Earth with deadly electrical tornadoes, and it’s up to a farmer, his smart high-school daughter and a tornado blogger to thwart the horrific invasion.",,"0","2.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f336b5a3278544e427867534c6b424972774f396f3531633846466a2e6a7067.jpg"
"155","The Man with the Iron Fists","2012-11-02 00:00:00","In feudal China, a blacksmith who makes weapons for a small village is put in the position where he must defend himself and his fellow villagers.",,"0","5.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f72596e5068596d47347179575358526d56556c7a6d6c41305246672e6a7067.jpg"
"156","State of Play","2009-04-17 00:00:00","Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6c4835724873554d37556d6f397879796a5067754b356b54584b642e6a7067.jpg"
"157","Arthur","2011-04-08 00:00:00","A drunken playboy stands to lose a wealthy inheritance when he falls for a woman, his family doesn't like.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6974627047776c305073766372506d57376a6f4459696c72545a452e6a7067.jpg"
"158","Taken","2008-02-25 00:00:00","While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f76454667684b35536257374849637947744b466a4873386a4b594f2e6a7067.jpg"
"159","Paladin: Dawn of the Dragonslayer","2011-10-24 00:00:00","Dawn of the Dragonslayer tells the story of Will (Richard McWilliams), a shepherd's son whose land is ravaged by a dragon.",,"0","3.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f665773387555316b466b656e63566e52394842743872757a45594a2e6a7067.jpg"
"160","Taken 2","2012-10-04 00:00:00","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f724b7a314151536a52425446623756523559544643346d664b57572e6a7067.jpg"
"161","The Twilight Saga: Breaking Dawn - Part 2","2012-11-16 00:00:00","After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6b4a51507967594238614e4565765a5a48526966795972416455392e6a7067.jpg"
"162","Hansel & Gretel: Witch Hunters","2013-01-25 00:00:00","After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7944495657464a71464c49655338453152364747397577504d53332e6a7067.jpg"
"163","Stuart Little","1999-12-05 00:00:00","The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f62453270356255444346315450533142543153786e6d486a556f6e2e6a7067.jpg"
"164","American Reunion","2012-04-06 00:00:00","In the comedy American Reunion, all the American Pie characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about - and get inspired by - the hormonal teens who launched a comedy legend.",,"0","5.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7264526e7437573651776459326a4564644f7230633143584d6d6e2e6a7067.jpg"
"165","The Girl with the Dragon Tattoo","2011-12-14 00:00:00","This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f766f78525746547461674c69716e4a5173397457514c42304d4e2e6a7067.jpg"
"166","The Sound of Music","0000-00-00 00:00:00","Rodgers and Hammerstein's The Sound of Music is a 1965 American musical film directed by Robert Wise and starring Julie Andrews and Christopher Plummer. The film is based on the Broadway musical The Sound of Music, with songs written by Richard Rodgers and Oscar Hammerstein II. It was photographed in 70mm Todd-AO by Ted D. McCord. It won a total of five Academy Awards including Best Picture in 1965 and is one of the most popular musicals ever produced. The cast album was nominated for a Grammy Award for Album of the Year. Adjusted for inflation, it made $1.046 billion domestically at 2010 prices, putting it third on the list of all-time inflation-adjusted box office hits, behind Gone with the Wind and Star Wars. The movie is based on a postulant nun, Maria, who leaves her Abbey to become a Governess to a retired Austrian Naval Captain and his 7 children.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f66356875693544336c677a57695979496d59356935517a72666e732e6a7067.jpg"
"167","Titanic","1997-11-01 00:00:00","84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f66396948374a61767a786f6b766e6b697a327948443164636d55792e6a7067.jpg"
"168","Willy Wonka & the Chocolate Factory","1971-06-30 00:00:00","Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f785944744e6c5535515335536d6d5a307777526f6874503750504f2e6a7067.jpg"
