"id","title","year","description","director","type_id","rating","imagepath","imagename"
"422","RoboCop","1987-07-17 00:00:00","In a dystopic, future crime-ridden Detroit controlled by a powerful corporation, a terminally wounded cop returns to the force as a company-owned cyborg with submerged memories haunting him.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f677447726554647a59427551734577546c69454664547a506c65562e6a7067.jpg"
"423","RoboCop 2","1990-06-22 00:00:00","A corrupt businesswoman seeks to disable Robocop in favour of her own model of cyborg.",,"0","4.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6a4845316a4f4a51494c58535075644c346839344e493354524c2e6a7067.jpg"
"424","RoboCop 3","1993-11-05 00:00:00","Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.",,"0","4.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6574786a7464633545443270587a424d62617761444374595049372e6a7067.jpg"
"425","Underworld: Awakening","2012-01-18 00:00:00","After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f37364758574b7332494469305a45524b4c543537776b546f5630412e6a7067.jpg"
"426","Iron Man","2008-05-01 00:00:00","After escaping from kidnappers using makeshift power armor, an ultrarich inventor and weapons maker turns his creation into a force for good by using it to fight crime. But his skills are stretched to the limit when he must face the evil Iron Monger.",,"0","6.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7332494739715866684a59784974744b79726f5946427348777a512e6a7067.jpg"
"427","Hugo","2011-10-09 00:00:00","Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f666b65614a72323979706561316e3234677a7370736337714b34342e6a7067.jpg"
"428","Chicken Little","2005-11-04 00:00:00","When a tiny acorn bonks Chicken Little on the head, he causes widespread panic and gets on the bad side of the entire town. But when he's hit on the head by a real piece of sky, it's up to Chicken Little and his friends to save the world.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f61556b78787a46416b6f3131426c34796a6d5a45437a45695867322e6a7067.jpg"
"429","The Gruffalos Child","2011-12-25 00:00:00","A follow up to the 2009 animated feature and adapted from the childrens' book by Julia Donaldson &amp; Alex Scheffler.  The Gruffalo's child explores the deep dark wood in search of the big bad mouse and meets the Snake, Owl &amp; Fox in the process.  She eventually finds the mouse, who manages to outwit her like the Gruffalo before!",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7161474832416f614c766f4758555251744e7a6a316e77366f5a642e6a7067.jpg"
"430","The Cleaner","0000-00-00 00:00:00","A parody on graffiti videos.",,"0","0","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530306e756c6c.jpg"
"431","Real Steel","2011-10-06 00:00:00","In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f647274586935386e4e3650337a636f4c683677556c735a415971682e6a7067.jpg"
"432","Pirates of the Caribbean: Dead Man's Chest","2006-07-07 00:00:00","The high-seas adventures of happy-go-lucky troublemaker Captain Jack Sparrow, young Will Turner and headstrong beauty Elizabeth Swann continues as Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",,"0","6.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f71436f48574538746970573166575734644255585a394e696b772e6a7067.jpg"
"433","Pirates of the Caribbean: At World's End","2007-05-19 00:00:00","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with brave Will Turner and feisty Elizabeth Swann. And what of Jack Sparrow? Nothing is as it seems.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6a57784856706f6d674859354d3730505262457844473358516b4c2e6a7067.jpg"
"434","Pirates of the Caribbean: On Stranger Tides","2011-05-11 00:00:00","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6a556b47755343394b7432397257337836556942397a795a72314d2e6a7067.jpg"
"435","Pirates of the Caribbean: The Curse of the Black Pearl","2003-07-09 00:00:00","Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f746b74397852316b4e583552397243656241534b636b34347369322e6a7067.jpg"
"436","2012","2009-10-10 00:00:00","Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f35744957396e54757878793869585376734b4a714644565a7079672e6a7067.jpg"
"437","Hook","1991-12-10 00:00:00","The boy who wasn't supposed to grow up -- Peter Pan -- did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids, in this family-oriented fantasy from director Steven Spielberg. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6c443553365639627057594837743331657959783032724a50456c2e6a7067.jpg"
"438","Happy Feet Two","2011-11-17 00:00:00","Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6759386c57434f626147766344736d654d385148424634415a566b2e6a7067.jpg"
"439","Raw Deal","1986-08-20 00:00:00","Mark Kaminsky is kicked out of the FBI for his rough treatment of a suspect. He winds up as the sheriff of a small town in North Carolina. FBI Chief Harry Shannon, whose son has been killed by a mobster named Patrovina, enlists Kaminsky in a personal vendetta with a promise of reinstatement into the FBI if Patrovina is taken down. To accomplish this, he must go undercover and join Patrovina's gang",,"0","7.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6d68646c536b756d52666730416c6a7561717430555178525939682e6a7067.jpg"
"440","The Matrix","1999-03-30 00:00:00","Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a malevolent hacker known as Neo, who finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker, who reveals the shocking truth about our reality.",,"0","7.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f67796e424e7a777961484b7458716c454b4b4c696f4e6b6a4b674e2e6a7067.jpg"
"441","The Matrix Reloaded","2003-05-06 00:00:00","Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f657a497572427a32666455633638643938467039645266356968762e6a7067.jpg"
"442","The Matrix Revolutions","2003-10-26 00:00:00","The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f734b6f676a686673357133617a6d70573744464b4b41654c4547382e6a7067.jpg"
"443","Clash of the Titans","2010-04-02 00:00:00","Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e385732593732567a536938597a364976595777666f694d5453362e6a7067.jpg"
"444","X-Men: First Class","2011-05-24 00:00:00","Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f47544163416f6e7a756561486e657447306b5665697131436e5a2e6a7067.jpg"
"445","Kick-Ass","2010-04-16 00:00:00","Dave Lizewski, an average teenager, wonders why no one has ever decided to become a real-life superhero like the heroes in the comic books. After being mugged while a bystander watches and does nothing, he decides to become a real-life superhero. He buys a scuba suit online and becomes a masked crime fighter, despite the fact he has no superpowers or training of any kind.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3847557a4d5a714441576b336b6f6275546458684752703348442e6a7067.jpg"
"446","The Chronicles of Narnia: The Voyage of the Dawn Treader","2010-12-10 00:00:00","This time around Edmund and Lucy Pevensie, along with their pesky cousin Eustace Scrubb find themselves swallowed into a painting and on to a fantastic Narnian ship headed for the very edges of the world.",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6856446a5164686b425777523970574a734c476f5733486b54704b2e6a7067.jpg"
"447","Twilight","2008-11-20 00:00:00","When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.",,"0","5.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e6c76504d4c4364756d37626b484b6d44534d6e4e4c477a746d572e6a7067.jpg"
"448","Scary Movie","2000-07-07 00:00:00","Following on the heels of popular teen-scream horror movies, with uproarious comedy and biting satire. Marlon and Shawn Wayans, Shannon Elizabeth and Carmen Electra pitch in to skewer some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix, American Pie and The Blair Witch Project.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6276566d56464256514c79744b314834544a5446646e68766634542e6a7067.jpg"
"449","Mud","2013-04-25 00:00:00","A drama centered on two teenage boys who encounter a fugitive and pact to help him escape from an island in the Mississippi.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f75513749755a54394734466c517250684539707a51686339356d752e6a7067.jpg"
"450","The Sum of All Fears","2002-05-31 00:00:00","CIA analyst Jack Ryan must thwart the plans of a terrorist faction that threatens to induce a catastrophic conflict between the United States and Russia's newly elected president by detonating a nuclear weapon at a football game in Baltimore.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6b335a4a7247416363426f637572596363527944336150366c74562e6a7067.jpg"
"451","The Host","2013-03-26 00:00:00","A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f39504344384c58546f587358465467717a414370773732494473412e6a7067.jpg"
"452","Santa Who?","2000-12-03 00:00:00","Santa Claus develops amnesia after accidentally falling out of his sleigh and only the innocence of a small child can save him. Meanwhile, Santa has to battle the disbelief of a newsman.",,"0","6.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6d314668526168546a324c764a55335066757643433250427a47632e6a7067.jpg"
"453","Identity Thief","2013-02-07 00:00:00","When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6c4f46347249365378675273564c57386f64736175716e6842395a2e6a7067.jpg"
"454","Mr. & Mrs. Smith","2005-06-09 00:00:00","Marriage has gotten stale and predictable for John and Jane Smith, an average-on-the-surface husband and wife who don't yet know that they share the same undercover line of work: They're both guns for hire. Hiding their occupations has never been a hardship for either of them … until they discover that their next assignment involves them targeting each other. Can they go through with their respective missions, or will love prevail?",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f64717335426d7753554c744232384b6c73334942366b68545177702e6a7067.jpg"
"455","Bruce Almighty","2003-05-22 00:00:00","Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6c67594b4869664d4d4c54384f78594f624d4b61386234535473722e6a7067.jpg"
"456","Oblivion","2013-04-18 00:00:00","Jack Harper (Tom Cruise) is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f756855633854684e6d7a716433336571524c577376346b7739326f2e6a7067.jpg"
"457","Cloud Atlas","2012-10-26 00:00:00","A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6b396757446a66584d38306958514c754d76506c5a6753464a67522e6a7067.jpg"
"458","Monsters University","2013-06-21 00:00:00","A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.",,"0","6.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f666c58727439446830546b69367a4f675830544f7136334b7047382e6a7067.jpg"
"459","Nativity 2: Danger in the Manger!","2012-11-21 00:00:00","This sequel to the popular British comedy sees a new teacher (David Tennant) take over. When he enters his school in the National 'Song for Christmas' Competition, he and his pregnant wife, and the schoolchildren, embark on an epic road trip that ends up with a birth and a donkey, where he must embrace his fears and become a hero.",,"0","0","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6565305a37634c62676d507355374c7877484b7732527a4b4774502e6a7067.jpg"
"460","Broken City","2013-01-18 00:00:00","In a broken city rife with injustice, ex-cop Billy Taggart (Mark Wahlberg) seeks redemption and revenge after being double-crossed and then framed by its most powerful figure, the mayor (Russell Crowe). Billy's relentless pursuit of justice, matched only by his streetwise toughness, makes him an unstoppable force - and the mayor's worst nightmare.",,"0","5.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7059446a32623135703459644e7a383858764f37516d426f4867442e6a7067.jpg"
"461","Dead Man Down","2013-03-08 00:00:00","In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f697063654f44545345467a4d67543854587146535a4e7530546e4b2e6a7067.jpg"
"462","World War Z","2013-06-21 00:00:00","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f67417431507273724659316e5836557a656265694850386e6a45392e6a7067.jpg"
"463","Zero Dark Thirty","2012-12-19 00:00:00","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f79673649444e75634c41456a3745356c6f5479546e5557327067622e6a7067.jpg"
"466","the expatriate","2012-09-26 00:00:00","An ex-CIA agent and his estranged daughter are forced on the run when his employers mark them both for termination as part of a wide-reaching international conspiracy.",,"0","5.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6353794661534364617549736d486f41774461655665686b5471412e6a7067.jpg"
"467","The Hobbit: An Unexpected Journey","2012-12-14 00:00:00","Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",,"0","6.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6831586a424a6f57644f6838616567426f56594b674142515a534c2e6a7067.jpg"
"468","Epic","2013-05-24 00:00:00","A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6276457076505459513844437375767052755a36647769725864312e6a7067.jpg"
"469","Planes","2013-08-09 00:00:00","Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f337139517a5a4438304e784f793279436243617179666e4b4150752e6a7067.jpg"
"470","Alan Partridge: Alpha Papa","2013-08-05 00:00:00","Alan Partridge has had many ups and downs in life. National television broadcaster. Responsible for killing a guest on live TV. Local radio broadcaster. Nervous breakdown in Dundee. A self-published book, 'Bouncing Back', which was subsequently remaindered and pulped. Alan Partridge: Alpha Papa portrays the events of the greatest low-to-high ebb spectrum in his life to date, namely how he tries to salvage his public career while negotiating a potentially violent turn of events at North Norfolk Digital Radio.",,"0","6.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6b64325551694154594258716e4464566b587066444a32794153442e6a7067.jpg"
"471","Highlander: Endgame","2000-09-01 00:00:00","Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f666d44743638506a394f6952337066764e4c39716b75684b7669322e6a7067.jpg"
"472","RED 2","2013-07-19 00:00:00","Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f647657495476457a6c71384961556278557542564b765871666f362e6a7067.jpg"
"473","The Iceman","2013-05-02 00:00:00","The true story of Richard Kuklinski, the notorious contract killer and family man.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f704d4863374a4b493448646d75445068494d734e70544f315779582e6a7067.jpg"
"474","The Wolverine","2013-07-25 00:00:00","Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f39775a466f6e413867614d6765624e4d70574a38317866356542652e6a7067.jpg"
"475","The Smurfs 2","2013-07-31 00:00:00","The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f647a53484243685036457472583339693150616f445a656d3253672e6a7067.jpg"
"476","Hummingbird","2013-06-28 00:00:00","Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity -- transforming into an avenging angel in the process.",,"0","5.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f51547331704f7a505038416b7a534854585346634c45597733462e6a7067.jpg"
"477","Jingle All the Way","1996-11-15 00:00:00","Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, his son tells Howard that he wants for Christmas is an action figure of his son's television hero, he tries hard to to make it up to him. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man, now Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",,"0","5.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6161566b4e68554f4e6e6b537635696a506a713770456d6d5779452e6a7067.jpg"
